Acronym,Term,Category
COTF,Chain Organization Task Force,General
COTR,Contract Officer's Technical Representative,General
COWAPS,Council on Wage & Price Stability,General
CP,Claims Processing,General
CP,Contractor Profiles,General
CP/M,Control Program for Microprocessors,General
CPA,Cost Plus Award,General
CPAF,Cost Plus Award Fee,General
CPAP,Common Provider Audit Program,General
CPAP,Continuous positive airway pressure,General
CPAS,Claims Processing Assessment System,General
CPCM,Certified Professional Contract Manager,General
CPD,Cost Per Discharge,General
CPDA,Current Premium Due Amount,General
CPDAH,CPDA Hospital Insurance,General
CPE,Certified Public Expenditures,General
CPE,Contractor Performance Evaluation,General
CPEP,Contractor Performance Evaluation Program (or Profile),General
CPFA,Cost Plus Fee Award,General
CPFF,Cost Plus Fixed Fee,General
CPHA,Commission on Professional Hospital Activities,General
CPI,Consumer Price Index,General
CPI,Coverage Period Indicator,General
CPI-PD,Consumer Price Index for Prescription Drugs and Medical Supplies,General
CPI-U,Consumer Price Index for Urban Areas,General
CPIC,Certification Package for Internal Controls,General
CPIF,Cost Plus Incentive Fee,General
CPM,Claims Processing Manual,General
CPM,Clinical Performance Measure,General
CPM,Contractor Performance Management (Module),General
CPM,Critical Path Method,General
CPM/EIS,Contractor Performance Management / Enterprise Information System,General
CPMD,Continuous Passive Motion Device,General
CPO,Care Plan Oversight,General
CPO,Chief of Purchasing Office,General
CPPC,Cost Plus Percentage of Cost,General
CPQC,Claims Processing Quality Control,General
CPR,Comparative Performance Report,General
CPR,Computerized Patient Record,General
CPR,Contractor Performance Report,General
CPR,Cost Performance Report,General
CPR,"Customary, Prevailing & Reasonable (Charge)",General
CPRS,Contractor Performance Reporting System,General
CPS,Center for Policy Studies,General
CPS,Classified Position System,General
CPS,Critical Payment System,General
CPSC,Consumer Products Safety Commission,General
CPSR,Contractor Purchasing (or Procurement) System Review,General
CPT,Claims Processing Timeliness,General
CPT,Common Procedural Terminology,General
CPT,Cost Per Treatment,General
CPT,Current Procedural Terminology,General
CPT-4,"Current Procedural Terminology, Version 4",General
CPU,Central Processing Unit,General
CPV,Cost Per Visit,General
CQAS,Carrier Quality Assurance System (now Part B QAS),General
CQI,Continuous Quality Improvement,General
CQMR,Carrier Quarterly Medical Review,General
CR,Change Request,General
CR,Continuing Resolution,General
CR,Cost Report,General
CR,Cross Reference,General
CRAG,Contractor Risk Assessment Guide,General
CRAH,Change Request Approval History,General
CRAM,Cross Region Access Method,General
CRB,Change Review Board,General
CRC,Capital Related Costs,General
CRC,Career Resource Center,General
CRC,Cyclic Redundancy Check,General
CRCC,Compensation Related Customary Charges,General
CRD,Chronic Renal Disease (aka: ESRD (preferred)),General
CREP,Cost Report Evaluation Program,General
CRESUS,Cost Report Evaluation System subsystem,General
CRF,Change Request Form,General
CRG,Carrier Representative Group,General
CRI,Client Record Index,General
CRI,Controlled Rate of Increase,General
CRIPA,Civil Rights of Institutionalized Persons Act,General
CRLE,Cost Reimbursement Level of Effort,General
CROWD,Contractor Reporting of Operational & Workload Data,General
CRP,Common Rules Processor,General
CRP,Consolidated Review Program,General
CRS,Congressional Reporting System,General
CRS,Congressional Research Service,General
CRSL,Cost Report Settlement Log,General
CRTS,Cuff Records Tracking System,General
CRVR,Catastrophic Repeal Validation Review,General
CRVS,California Relative Value Study,General
CRWH,Change Request Work History,General
CS,Abbreviation for Customer Service,General
CS,Claims Services,General
CS,Covered Services,General
CSA,Computer Security Act of 1987,General
CSA,Cross Service Agreement,General
CSAMS,Customer Service Assessment & Management System,General
CSAP,Center for Substance Abuse Prevention,General
CSAT,Computer Security Awareness Training,General
CSC,Customer Service Center,General
CSCC,"Customer Service Call Center (nee SPOC, now CSC Customer Service Center)",General
CSD,Customer Service Desk,General
CSF,Critical Success Factor,General
CSI,Computer Security Institute,General
CSIRC,Computer Security Incident Response Capability,General
CSMI,Corporate Storage Management Initiative,General
CSO,Community Service Offices,General
CSO,Customer Service Order,General
CSOT,Customer Service Outstation Team (also OCST),General
CSP,Certified Systems Professional,General
CSP,Customer Service Plan,General
CSP,Customer Service Program,General
CSR,Abbreviation for Customer Service Representative,General
CSR,Core Security Requirements,General
CSR,Customer Service Record,General
CSR,Customer Service Representative,General
CSR,Customer Service Request,General
CSRA,Civil Service Reform Act of 1978,General
CSRS,Civil Service Retirement System,General
CSSP,Computer Systems Security Plan,General
CSSR,Communications System Segment Replacement,General
CSSR,Cost Schedule Status Report,General
CST,Consumer Service Team,General
CSTE,Council of State & Territorial Epidemiologists,General
CSTP,Carrier System Testing Project (or Program),General
CTC,Certified Transplant Center,General
CTMP,Contractor Task Management Plan,General
CTR,Contingency Plan Report,General
CTS,Clear To Send,General
CTS,Contracts Tracking System,General
CUI,Customer User Interface,General
CVA,Current View Area,General
CVE,Common Vulnerabilities & Exposures,General
CVF,Current Value of Funds,General
CWF,Common Working File (see NCHS),General
CWF/MSP,Common Working File / Medicare Secondary Payer,General
CWFA,Common Working File Part A,General
CWFB,Common Working File Part B,General
CWFDOCO,Common Working File Documentation File,General
CWFHPEP,Common Working File Host Performance Evaluation Program,General
CWFINFOBASE,Common Working File Information Database,General
CWFM,Common Working File Maintenance,General
CWFM/IV&V,Common Working File Maintenance / Independent Verification & Validation,General
CWFMC,Common Working File Maintenance Contractor,General
CWFMQA,CWF Medicare Quality Assurance System,General
CWFQAS,Common Working File Quality Assurance System,General
CWRS,Contractor Workload Reporting System,General
CWS,Compressed Work Schedule,General
CWS,Contractor Workload System,General
CY,Calendar Year,General
CY,Critical Year,General
D&F,Determinations & Findings,General
DA,Data Acquisition,General
DA,Data Administration,General
DA,Data Administrator,General
DA,Data Analysis,General
DA,Data Architecture,General
DA,Direct Access,General
DA,Dynamic Allocation,General
DA&A,Drug Addiction & Alcoholism,General
DAB,Departmental Appeals Board,General
DAC,Discretionary Access Control,General
DACA,Days After Contract Award,General
DAD,Data Access Diagram (aka: DSD),General
DAE,Data Entity,General
DAF,Discretionary Adjustment Factor,General
DAMA,Data Administration Management Association,General
DAP,Data Administration Plan,General
DAP,DMERC Advisory Panel,General
DARC,Delete Automatic Renewal Clause,General
DARO,Days After Receipt of Order,General
DAS,Distributed Application Services,General
DASD,Direct Access Storage Device (also Global DASD),General
DASM,Data Administration Standards Manual,General
DASMB,(HHS) Deputy Assistant Secretary for Management & Budget,General
DAT,Decision Analysis Team,General
DAT,Digital Audio Tape,General
DATAMED,Medicaid Quality Control System,General
DAWN,Drug Abuse Warning Network,General
DB,Direct Billing,General
DBA,Data Base Administrator,General
DBA,Database Administration,General
DBA,Doing Business As,General
DBDB,Direct Billing Data Base,General
DBE,Data Base Environment,General
DBF,Data Base File (also DB/F),General
DBI,Direct Billing Integration,General
DBIS,Direct Billing Integration System,General
DBM,Database Management,General
DBMS,Database Management System,General
DBPC,Direct Billing Premium Collection,General
DBPS,Drug Bill Processors,General
DBRP,DB Rules Processors,General
DBS,Direct Billing System,General
DC,Data Communications,General
DC,Data Controls,General
DC,Deck Checks (also D/C),General
DC,Diagnostic Code,General
DC,Discharge,General
DCAA,Defense Contract Audit Agency,General
DCB,Data Control Block,General
DCC,Debt Collection Center,General
DCCA,Data Computer Corporation of America,General
DCD,Data Carrier Direct,General
DCF,Dually Certified Facility,General
DCG,Diagnostic Cost Group (Demonstration),General
DCIA,Debt Collection Improvement Act of 1966,General
DCIS,Debt Collection & Improvement Act,General
DCIS,Department Contract Information System,General
DCN,Document Control Number,General
DCO,Directed Change Order,General
DCO,Directed Charge Order,General
DCP,Data Conversion Plan,General
DCP,Department of Carrier Procedures,General
DCS,Debt Collection System,General
DD,Data Dictionary,General
DD,"day (i.e., mmddyyyy)",General
DD/DBA,Designation of Data / Database Administration,General
DDDL,Data Dictionary Definition Language,General
DDE,Direct Data Entry,General
DDE,Dynamic Data Exchange,General
DDI,Data Distribution Initiative,General
DDL,Data Description Language,General
DDP,Direct Dealing Provider,General
DDP,Distributed Data Processing,General
DDR,Discharge During Referral,General
DDS,Data Dictionary System,General
DDS,Disability Determination Service,General
DDS,Distributed Database System,General
DEA,Delegated Examining Authority,General
DEA,Drug Enforcement Administration (or Agency),General
DEAR,Department of Energy Acquisition Regulations,General
DEBCO,Debit & Benefit Conversion Operation (MBR),General
DEC,Dual Entitlement Code,General
DED,Data Element Dictionary,General
DEERS,"Defense Enrollment Eligibility Reporting System (DOD, CHAMPUS)",General
DEFRA,Deficit Reduction Act of 1984,General
DEIS,Draft Environmental Impact Statement,General
DEL,Delivery,General
DEMOST,Dual Entitlement Maintenance Operation System,General
DEP,Deputy,General
DEPPM,Data Exchange & Participating Physician Monitoring,General
DES,Data Encryption Standard,General
DES,Dollar Equivalency System (FTE hrs. worked x $ paid to employee),General
DESI,Drug Efficacy Study & Implementation Program,General
DESY,Data Extract Software System,General
DF/DSS,Data Facility/Data Set Service (Utility Software),General
DFD,Data Flow Diagram,General
DFLSD,Death File Limiting State Death (SSA DUMAS National Death Repository),General
DFP,Data Facility Product,General
DFWA,DrugFree Workplace Act of 1988,General
DHHSAA,DHHS Audit Agency,General
DHWHIM,Daily Health Insurance Master Health Insurance Merge,General
DIA,Defense Intelligence Agency,General
DIB,Data Integrity Board,General
DIB,Disability Insurance Beneficiary,General
DIDO,"Duplication In, Duplication Out",General
DII,Defense Information Infrastructure,General
DIMES,Departmental Information Management Exchange System,General
DIP,Dual InLine Package,General
DIRT,Distributed Index of Rejected Transactions,General
DISA,Direct Inward System Access,General
DISC,Departmental Independent Study Center,General
DIU,Defense Intelligence University,General
DJ,Department of Justice (DOJ),General
DL,Data Language,General
DLL,Dynamic Linked Libraries,General
DLRO,Designated Lead Regional Office,General
DM,Data Manager,General
DM,Data Model,General
DM&S,(DVA) Department of Medicine & Surgery,General
DMCL,Data Base Management Control Language,General
